name,category,scale,mood,difficulty,description,tags
地下鉄の路線網,交通,超大,地下都市,5,複数路線が交差する地下の鉄道網。各駅ホームとトロッコのレールが張り巡らされる。,地下都市|交通|トロッコ|地下
地下都市の農場,農業,大,地下都市,3,太陽のない地下でグロウストーンで育つ垂直農場。食料自給を支える地下の命綱。,地下都市|農業|地下|照明
地下都市の教会,宗教,中,地下都市,3,岩盤の天井から光が差す地下の礼拝堂。鍾乳石のアーチが自然の大聖堂を形成する。,地下都市|宗教|神秘|地下|宗教施設|橋
地下都市の掘削現場,産業,大,地下都市,3,さらに深くへ掘り進む最前線。ダイナマイト（TNT）と採掘機械が並ぶ拡張の現場。,地下都市|産業|トラップ
海上都市の中央タワー,建造物,超大,海上都市,5,海上プラットフォーム都市の中心にそびえるタワー。全エリアが橋でつながる浮遊都市。,海上都市|都市|塔|橋|水上|空中
波止場の防波堤,建造物,大,海上都市,3,荒波から海上都市を守る巨大な防波堤。灯台と避難所が備わる。,海上都市|インフラ|塔|水上
海上の漁業区画,農業,大,海上都市,3,海上都市の一角を占める養殖エリア。魚の水槽（ガラス水槽）が整然と並ぶ。,海上都市|農業|ガラス|水上
海上都市の造船所,産業,大,海上都市,4,海上都市を支える船を建造・修理するドック。クレーンと骨格の船が並ぶ。,海上都市|産業|水上|港|骨ブロック
火山の溶岩神殿,宗教,大,火山,4,活火山の火口付近に建てた炎の神を祀る神殿。溶岩の川が神殿の周囲を流れる。,火山|宗教|宗教施設|溶岩
火山の採掘基地,産業,大,火山,3,火山岩と黒曜石を採掘する過酷な環境の基地。マグマに耐える石造りの施設。,火山|産業|溶岩|石造り|黒曜石
火山の観測所,施設,中,火山,3,噴火を監視する研究施設。センサー（レッドストーン）で噴火予知システムを構築。,火山|施設|レッドストーン|研究
火口の橋,建造物,大,火山,4,火口をまたぐ命がけの橋。溶岩の上を渡る灼熱の通路。,火山|橋|トンネル|溶岩
火山の麓の村,住居,大,火山,3,火山の麓に開けた村。いつ噴火してもおかしくない緊張感の中で暮らす人々。,火山|村
機械生命体の工場,産業,超大,機械生命体,5,機械が機械を生産する完全自律型の巨大工場。レッドストーンの回路が張り巡らされた未来の脅威。,機械生命体|産業|レッドストーン
機械生命体の巣,住居,超大,機械生命体,5,有機物と金属が融合した不気味な巣。触手のように広がる配管と回路が地下に張り巡らされる。,機械生命体|ダーク|地下
機械の核心,演出,大,機械生命体,4,機械生命体の司令部となる中枢コアユニット。全回路が集まる禁断の心臓部。,機械生命体|SF
機械生命体の廃棄場,廃墟,大,機械生命体,3,壊れた機械の残骸が積み上がった廃棄場。なぜか一部がまだ動いている不気味さ。,機械生命体|廃墟
呪術師の村,住居,大,呪術,3,骨と呪いのお守り（アイテムフレーム）が軒先に吊るされた村。部外者を拒む空気が漂う。,呪術|ダーク|額縁|骨ブロック
呪いの人形師の工房,産業,小,呪術,3,藁人形（防具立て）と釘（鉄装備）が並ぶ不気味な呪術師の作業場。,呪術|ダーク|防具立て
呪術の結界塔,演出,中,呪術,3,四方を守る呪術の塔。赤い糸（レッドストーン）で結界を張った強固な魔よけ。,呪術|演出|神秘|レッドストーン|塔
禁断の書庫,文化,中,呪術,3,禁術書が並ぶ秘密の図書館。鎖で封じられた本とエンチャントの光。,呪術|文化|ダーク|エンチャント|図書|隠し要素
呪術師の沼,自然,中,呪術,3,毒々しい緑の沼に怪しい薬草が生える呪術師の庭。スライムブロックで底なし沼を表現。,呪術|自然|ダーク|庭園
妖怪の宿場,住居,大,妖怪,4,人外の客をもてなす妖怪専門の宿。各部屋に異なる妖怪のテーマが施された和風の旅館。,妖怪|和風
化け狸の寺,宗教,中,妖怪,3,化け狸が住み着いたお寺。境内に狸の石像（防具立て＋かぼちゃ）がたくさん並ぶ。,妖怪|和風|宗教施設|防具立て
河童の池,自然,中,妖怪,2,河童が住む緑がかった不思議な池。キュウリのお供えとお皿（大釜）の水。,妖怪|自然|和風
天狗の山頂,演出,中,妖怪,3,天狗が修行する高山の岩場。大きな下駄（木の足場）と羽うちわ（旗）が置かれた聖域。,妖怪|演出|和風|旗・バナー
百鬼夜行の大通り,演出,大,妖怪,4,夜になると妖怪が練り歩く大通り。防具立てに様々な妖怪の衣装を着せて行列を演出。,妖怪|和風|防具立て
龍宮城の門,建造物,大,龍宮城,4,竜神が守る海底の宮殿の門。珊瑚と金ブロックで極彩色の荘厳な入口を表現。,龍宮城|和風|海底|金
龍宮城の大広間,住居,超大,龍宮城,5,海底に広がる乙姫の宮殿。金と珊瑚とプリズマリンで作る豪華絢爛な海底の城。,龍宮城|和風|プリズマリン|海底
乙姫の宝物庫,演出,中,龍宮城,3,玉手箱をはじめ数々の宝が眠る海底の宝庫。金ブロックとエメラルドで満たす。,龍宮城|演出|宝物|海底|金
タコの調理場,食料,小,龍宮城,2,海の幸が集まる龍宮城の厨房。魚と貝を調理する料理人（防具立て）が忙しく働く。,龍宮城|食べ物|防具立て
地獄の閻魔庁,施設,大,地獄極楽,4,亡者を裁く閻魔大王の法廷。溶岩と暗黒の壁に囲まれた恐ろしい裁判所。,地獄極楽|和風|溶岩
三途の川の渡し場,演出,中,地獄極楽,3,黄泉の国への入口となる川の渡し場。ソウルサンドの泡と暗い水で死の川を表現。,地獄極楽|演出|神秘|水景
極楽浄土の蓮池,自然,大,地獄極楽,4,スイレンが浮かぶ黄金の池に仏の像が建つ極楽の景色。金と白で神聖な雰囲気。,地獄極楽|和風|水上|花|金
賽の河原,演出,中,地獄極楽,2,子供の亡者が石を積み続ける河原。積んでは崩される無限の苦役の場。,地獄極楽|演出|ダーク
天界の宮殿,建造物,超大,地獄極楽,5,雲の上に建つ神々の住処。白と金のブロックで作られた清浄な天上の城。,地獄極楽|神秘|空中|金
巨人族の城,建造物,超大,巨人族,5,通常の10倍スケールで作られた巨人の城。ドアひとつが人間の家と同じ大きさ。,巨人族|ファンタジー
巨人の食卓,演出,大,巨人族,4,超巨大なテーブルと椅子。食べかけのパン（巨大ハーフブロック）が残る圧倒的スケール。,巨人族|ファンタジー
巨人の靴,演出,中,巨人族,3,巨大な靴の形をした建物。童話の世界から抜け出たような不思議な住居。,巨人族|かわいい
人間から見た巨人の指,演出,超大,巨人族,4,地面から人間サイズのキャラにとって山のように見える巨大な指。視点のトリックが面白い。,巨人族|ユニーク
錬金術師の地下研究室,産業,大,錬金術,4,アランビック（蒸留器）と謎の試薬が並ぶ秘密の地下研究室。賢者の石を探し求める執念の空間。,錬金術|ダーク|地下|研究|隠し要素
賢者の石の祭壇,演出,中,錬金術,3,完成した賢者の石（エンダーパール）を中央に置いた黄金の祭壇。全ての努力の結晶。,錬金術|演出|ファンタジー|宗教施設|金
錬金術の実験場,産業,中,錬金術,3,爆発の跡が残る実験室。失敗した試みの残骸と成功に近づく設備が混在する。,錬金術|ダーク|トラップ|研究
元素の塔,建造物,大,錬金術,4,四大元素（火・水・土・風）をテーマにした4つの塔。錬金術の基礎をブロックで体現。,錬金術|ファンタジー|塔
万能薬の蒸留所,産業,中,錬金術,3,希少な植物から薬を蒸留する施設。醸造スタンドと薬草棚が主役。,錬金術|ファンタジー|醸造
水没都市の尖塔,廃墟,超大,水没世界,4,海面から突き出たかつての都市の尖塔群。水没した街の悲しい残骸。,水没世界|廃墟|塔
水上の避難ラフト,住居,大,水没世界,3,全てが水に沈んだ世界での生存拠点。廃材とゴミで作られた浮かぶ集落。,水没世界|終末|水上
水面に出た橋,建造物,大,水没世界,3,かつての高速道路が今は水面に出るだけ。橋の上が唯一の陸地となった世界。,水没世界|廃墟|橋|水上
水没した地下鉄,廃墟,大,水没世界,3,水が流入した地下鉄の駅。魚が泳ぐホームと錆びたレール。,水没世界|廃墟|トロッコ|地下|鉄
核後の廃都市,廃墟,超大,核戦争後,5,放射能で人が住めなくなった都市の廃墟。灰色のコンクリートと崩れた高層ビルが広がる。,核戦争後|ディストピア|コンクリート
サバイバーのシェルター,住居,中,核戦争後,3,地下に作った放射能避難シェルター。備蓄食料と自家発電設備で生き延びる。,核戦争後|ディストピア|地下
汚染されたガスステーション,廃墟,中,核戦争後,2,錆びたポンプと廃車が残る廃墟のガソリンスタンド。文明崩壊の象徴。,核戦争後|廃墟
放射能区域の検問所,施設,小,核戦争後,2,汚染区域への入口の検問所。防護服姿の警備員と赤い警告ランプ。,核戦争後|ディストピア
月面基地,施設,超大,月面,5,月の表面に設置された人類の前哨基地。ガラスドームと酸素供給システムを完備した月世界の拠点。,月面|SF|ガラス|ドーム・円形
月面採掘施設,産業,大,月面,4,月の資源を採掘する自動化された採掘プラント。砂漠のような灰色の月面に建つ機械群。,月面|SF|自動化
月面の天文台,文化,中,月面,3,大気のない月から宇宙を観測する究極の天文台。360度の宇宙が見渡せる透明ドーム。,月面|SF|ドーム・円形
月面の着陸船,建造物,中,月面,3,月面に着陸したロケット。周囲に宇宙飛行士の足跡（砂利）が残る歴史的な場所。,月面|SF
蟻塚都市,建造物,超大,蟻塚,5,地下と地上に複数の通路と部屋が広がる巨大な蟻塚型建築。蟻コロニーの生態を建物で再現。,蟻塚|ユニーク|トンネル|地下
蟻塚の女王の間,演出,中,蟻塚,3,巨大な女王アリ（防具立てで表現）が鎮座する産卵の間。蟻塚の最深部。,蟻塚|ユニーク|防具立て
蟻塚の兵隊詰所,施設,中,蟻塚,2,兵隊アリが警備する蟻塚の守備拠点。外敵を感知するトリップワイヤーセンサー付き。,蟻塚|軍事
蟻塚の食料貯蔵庫,農業,小,蟻塚,1,葉や種（食料）を貯蔵する蟻塚の食糧庫。ホッパーとチェストで自動管理。,蟻塚|農業|レッドストーン|収納|自動化
江戸の花火師の工房,産業,小,江戸,2,隅田川の花火師が火薬を調合する危険な仕事場。TNTと信管（レッドストーン）が並ぶ。,江戸|産業|トラップ|レッドストーン|花
江戸の本屋,商業,超小,江戸,1,棚に本（本ブロック）が並ぶ江戸の貸本屋。知識を貸し出す庶民の図書館。,江戸|商業|図書
江戸の床屋,商業,超小,江戸,1,剃刀（鉄の斧）と鏡（ガラス）を備えた江戸の床屋。月代を剃る職人技の場。,江戸|商業|ガラス|鉄
江戸の水売り屋台,食料,超小,江戸,1,桶に水を汲んで売り歩く水売りの屋台。夏の江戸の風物詩。,江戸|食べ物|商売|屋台・テント|水景
オスマンの図書館,文化,大,オスマン,4,アーチ天井と採光ドームがある写本コレクションの図書館。知の集積地イスタンブールの象徴。,オスマン|文化|ドーム・円形|図書|橋
バロックの庭師の小屋,産業,超小,バロック,1,整形庭園を管理する庭師の小さな道具小屋。刈り込みバサミと肥料が並ぶ。,バロック|産業|庭園
ロシアの蒸留酒蔵,産業,中,ロシア,2,ウォッカを蒸留するロシアの酒造所。銅の蒸留器と大樽が並ぶ寒冷地の産業。,ロシア|産業|収納|酒場|銅
古代ローマの元老院,施設,大,古代ローマ,4,白い列柱に囲まれた政治の議場。演壇と参加者席が民主制ローマの議論を再現。,古代ローマ|施設
ペルシャの天文台,文化,大,ペルシャ,4,ウマル・ハイヤームが星を見た天文台。精密な天球儀（金の球）が置かれた研究施設。,ペルシャ|文化|研究|金
縄文の環状集落,住居,大,縄文,3,三内丸山遺跡を参考にした縄文の大集落。六本柱の大型建物が中央に立つ。,縄文|集落
ポリネシアの星の学校,文化,中,ポリネシア,3,星と波と風を読んで航海するナビゲーターを育てる学校。屋根のない天体観測の学び舎。,ポリネシア|文化|星
ケルトの鍛冶の神の祠,宗教,小,ケルト,2,ゴイブニウという鍛冶の神に捧げた小さな祠。鉄の奉納品（アイテムフレーム）が並ぶ。,ケルト|宗教|宗教施設|鉄|鍛冶|額縁
モンゴルの天文台,文化,中,モンゴル,3,草原の真ん中で星空を観測するモンゴルの学者の施設。遮るものがない最高の観測地。,モンゴル|文化|星
カリブのクレオール建築の街,住居,大,カリブ,3,色鮮やかな木造の建物が並ぶクレオール様式の通り。木彫りの欄干と鮮やかな外壁が特徴。,カリブ|住居
水没世界の高台市場,商業,中,水没世界,2,水没を免れた高台で開かれる物々交換市場。生存者が残り物を持ち寄る終末のマーケット。,水没世界|商業|終末|商売
月面の墓地,演出,中,月面,3,月面に作られた人類初の宇宙墓地。宇宙服の防具立てと十字架（フェンス）が寂しく並ぶ。,月面|演出|神秘|墓地|防具立て
機械生命体の哲学者,演出,小,機械生命体,2,思考を続ける孤独な機械の哲学者。配線が脳のように張り巡らされた静かな部屋。,機械生命体|SF
蟻塚の真菌農場,農業,中,蟻塚,2,葉切りアリが育てるキノコを栽培する蟻塚の農業区画。菌糸ブロックで覆われた不思議な農場。,蟻塚|農業|ユニーク
ジャズバー,食料,小,ジャズ,2,薄暗い照明とジュークボックスが主役のナイトクラブ。ステージに防具立てのバンドメンバーが演奏中。,ジャズ|音楽|舞台|酒場|防具立て
スウィングの舞台,娯楽,中,ジャズ,3,フロアがピカピカのダンスホール。レッドストーンランプで点滅する照明と吊り下げミラーボール。,ジャズ|ダンス|レッドストーン
レコード屋,商業,超小,ジャズ,1,壁一面にレコード盤（額縁＋丸ブロック）が並ぶ小さなレコードショップ。音楽好きの聖地。,ジャズ|音楽|商売|舞台|額縁
ブルースの路地ライブ,演出,小,ジャズ,2,薄暗い路地でギタリスト（防具立て）が路上演奏する情景。石畳とガス灯が雰囲気を作る。,ジャズ|レトロ|防具立て
ジャズクラブの看板,演出,超小,ジャズ,1,ネオンサイン（カラフルガラス）のジャズクラブの看板。夜に最も輝く街の顔。,ジャズ|夜映え|ガラス|看板
蒸気船のデッキ,建造物,大,蒸気船,4,外輪船の広いデッキ。木の床板と白い手すり（フェンス）が並ぶミシシッピ川の優雅な旅。,蒸気船|レトロ
蒸気船の機関室,産業,中,蒸気船,3,ピストンとかまどで動く巨大な蒸気機関。船底に設置された黒く煤けた心臓部。,蒸気船|産業|かまど|レッドストーン
蒸気船のダイニング,食料,中,蒸気船,3,白いテーブルクロスと燭台のある豪華な船内食堂。川の景色を眺めながら優雅に食事。,蒸気船|豪華
船員の宿舎,住居,小,蒸気船,2,二段ベッドが並ぶ狭い船員室。揺れる船の中の質素な生活空間。,蒸気船|内装|宿泊
蒸気船の操舵室,施設,小,蒸気船,2,大きな舵（木の丸いオブジェ）と羅針盤（コンパス）がある操舵室。船長が川を見渡す。,蒸気船|乗り物|ドーム・円形
バロメータ小屋,演出,超小,蒸気船,1,気圧計と海図（地図）が置かれた航海士の小さな部屋。嵐を予測する知識の場。,蒸気船|乗り物
カジノ船,娯楽,大,蒸気船,4,川を流れながらギャンブルができる豪華な蒸気船カジノ。ルーレット（コンパス）とトランプ（本）の卓が並ぶ。,蒸気船|娯楽
仮面の宮殿,住居,超大,仮面舞踏会,5,ヴェネツィア風の仮面が至る所に飾られた謎めいた宮殿。誰が誰かわからない秘密の社交場。,仮面舞踏会|豪華|隠し要素
仮面師の工房,産業,小,仮面舞踏会,2,色とりどりの仮面（旗と額縁）を制作するヴェネツィアの職人工房。,仮面舞踏会|産業|旗・バナー|額縁
ゴンドラ乗り場,交通,小,仮面舞踏会,2,黒いゴンドラが停まる水路の乗り場。仮面の船頭が静かに待っている。,仮面舞踏会|水上|水流
カーニバルの広場,演出,大,仮面舞踏会,3,カラフルな仮面を付けた人々が踊る広場。紙吹雪と提灯が夜を彩るヴェネツィアの祭典。,仮面舞踏会|にぎやか
仮面の図書館,文化,大,仮面舞踏会,4,閲覧者が必ず仮面をかける謎の図書館。本の内容も読んだ者の正体も秘密。,仮面舞踏会|神秘|図書|隠し要素
夜の水路,演出,中,仮面舞踏会,3,ランタンが水面に映る幻想的なヴェネツィアの夜の運河。ゴンドラが静かに滑る。,仮面舞踏会|夜映え|水上|照明
サーカスの本部テント,娯楽,超大,サーカス,5,本番の演技が行われるメインテント。空中ブランコのリグ・猛獣の檻・道化師のリングが揃う。,サーカス|エンタメ|屋台・テント|空中|遊具
空中ブランコの練習場,娯楽,中,サーカス,3,練習用の低いブランコが吊るされたリハーサル空間。安全ネット（鎖）が床に張られている。,サーカス|娯楽|訓練|遊具
道化師の楽屋,住居,小,サーカス,2,カラフルな衣装と小道具が散らばった道化師のメイク室。鏡と化粧道具がいっぱい。,サーカス|内装
猛獣使いの檻,施設,中,サーカス,3,鉄格子の中でトレーニングする猛獣の檻。鞭（鎖）と椅子（木の階段）が道具。,サーカス|施設|鉄|階段・はしご
サーカスの厨房,食料,小,サーカス,2,大人数の団員を養う移動厨房。大きな鍋（大釜）と食材が並ぶ野外の炊き出し場。,サーカス|食べ物
移動式サーカス村,住居,大,サーカス,3,馬車（チェスト付きトロッコ）が並ぶサーカス団の宿営地。色とりどりのテントが点在する。,サーカス|旅|トロッコ|収納|屋台・テント
サーカスのポスター壁,演出,超小,サーカス,1,旗と額縁で作った賑やかなサーカスの告知ポスター。街中に貼られた圧倒的な宣伝。,サーカス|にぎやか|旗・バナー|額縁
占星術師の塔,建造物,大,占星術,4,星座図（地図ブロック）が天井に広がる天体観測の塔。望遠鏡（スパイグラス）を手にした占星術師が星を読む。,占星術|神秘|塔|望遠鏡|風呂・温泉
星座の神殿,宗教,大,占星術,4,12星座をテーマにした12の間がある神殿。各部屋が異なる星座のブロック装飾で彩られる。,占星術|神秘|宗教施設
月暦の書庫,文化,中,占星術,3,月の満ち欠けを記録した膨大な書物が並ぶ図書館。満月の夜だけ開く謎めいた施設。,占星術|神秘|図書
天体儀の工房,産業,小,占星術,2,精密な天球儀（金のブロックで球体）を制作する職人の工房。星の動きを再現した傑作。,占星術|産業|ドーム・円形|金
隕石落下の現場,自然,中,占星術,3,隕石が直撃した巨大なクレーター。鉄とネザーラックが混じった宇宙からの贈り物。,占星術|神秘|ネザー素材
星読みの野営地,演出,超小,占星術,1,草原に敷いたカーペットの上で星を見上げる一人旅の占星術師の野営地。,占星術|神秘|内装小物
大航海時代の船,建造物,超大,大航海,5,3本マストの大型帆船。甲板・砲甲板・船倉の多層構造で大航海時代を完全再現。,大航海|船|多層構造
航海士の作業部屋,施設,小,大航海,2,海図（地図）と羅針盤（コンパス）が並ぶ航海士の仕事部屋。新大陸を目指す計算の場。,大航海|内装
港の造船所,産業,大,大航海,4,骨組みが組み上がった途中の船が並ぶ大きな造船所。鋸と斧を持つ職人が忙しく働く。,大航海|産業|骨ブロック
香辛料の倉庫,産業,中,大航海,3,胡椒・シナモン・丁子（色ブロック）が詰まった大航海時代の交易品倉庫。黄金より価値があった。,大航海|産業
地図製作者の工房,文化,小,大航海,2,白紙の地図（地図ブロック）と羽根ペン（羽根）が並ぶ地図師の工房。未知の大陸を描く。,大航海|文化
探検隊のキャンプ,娯楽,中,大航海,2,新大陸に上陸した探検隊の野営地。テントとスケッチブック（本）と標本コレクション。,大航海|冒険|屋台・テント
海賊裁判の法廷,演出,中,大航海,3,捕まった海賊を裁く植民地の裁判所。牢と証拠品と裁判官の椅子が揃った厳粛な場。,大航海|歴史
植民地の総督府,施設,大,大航海,4,白い列柱が並ぶ植民地政府の庁舎。国旗と大砲台を備えた権力の象徴。,大航海|歴史|旗・バナー
荒野の賞金稼ぎの根城,住居,中,荒野,2,廃屋を改装した賞金稼ぎの拠点。指名手配書（看板）と武器が壁に並ぶ。,荒野|ウェスタン|看板
荒野の骸骨,演出,超小,荒野,1,砂漠で力尽きた旅人の骸骨。砂に半分埋もれた白い骨と帽子。,荒野|ダーク|骨ブロック
荒野のサボテンの森,自然,大,荒野,2,巨大なサボテンが林立する荒涼とした砂漠。背の高いサボテンが作る奇妙な景観。,荒野|自然
廃墟の農場小屋,廃墟,小,荒野,2,嵐で壊れた古い農場小屋。風で軋む扉と朽ちた干し草が切ない。,荒野|廃墟|農業
荒野の竜巻跡,自然,中,荒野,2,竜巻が通り過ぎた後の荒野。木が倒れ家が崩れた破壊の痕跡。,荒野|自然
荒野の見張り岩,演出,小,荒野,2,ひとりの見張りが監視に使う大きな岩の上の陣地。旗と食料だけある孤独な哨戒所。,荒野|ウェスタン|旗・バナー
深夜の病院,施設,大,ホラー,4,白い壁の廊下が延々と続く誰もいない病院。車輪の音だけが聞こえる深夜の恐怖。,ホラー|ダーク
鏡の廊下,演出,中,ホラー,3,鏡（氷ブロック）が両側に並ぶ廊下。自分の姿が無限に反射される不気味な空間。,ホラー|神秘|氷
遊び場の廃墟,廃墟,中,ホラー,3,錆びたブランコと色あせた滑り台の廃遊び場。子供の笑い声が聞こえそうな不気味な場所。,ホラー|廃墟|遊具
呪いのドール工場,産業,大,ホラー,4,ぼろぼろの人形（防具立て）を大量生産する廃工場。全員がこちらを向いている。,ホラー|産業|防具立て
深夜の学校,施設,大,ホラー,3,誰もいないはずの学校に灯りが点いている。散乱した教科書と止まった時計。,ホラー|ダーク
悪夢の遊園地,娯楽,超大,ホラー,5,うごめく影と狂ったカーニバル音楽が響く廃遊園地。全ての乗り物が一人でに動いている。,ホラー|廃墟|舞台|遊具
のぞき穴のある部屋,演出,超小,ホラー,1,壁に覗き穴（鉄格子）が開いた密室。向こう側に何かいる。,ホラー|ダーク|鉄
血痕の廊下,演出,小,ホラー,2,赤いカーペットが廊下に続く。奥に何があるかは想像に任せる。,ホラー|ダーク|内装小物
ヴィクトリア朝の屋敷,住居,超大,ヴィクトリア,5,複雑な増築を繰り返した大きなヴィクトリア朝の邸宅。塔・温室・地下室を備えた謎多き館。,ヴィクトリア|住居|地下|塔
蒸気駆動の温室,農業,大,ヴィクトリア,4,鉄とガラスの巨大な温室。蒸気パイプで加温されエキゾチックな植物が育つ。,ヴィクトリア|産業|ガラス
ヴィクトリア朝の紳士クラブ,施設,大,ヴィクトリア,4,革張りの椅子と暖炉のある男性専用の会員制クラブ。秘密の議論が交わされる場所。,ヴィクトリア|施設|隠し要素
貧民街のスラム,住居,大,ヴィクトリア,3,煤けたレンガと劣悪な衛生環境のスラム街。産業革命の光と影の「影」の部分。,ヴィクトリア|ダーク|レンガ
孤児院の食堂,施設,中,ヴィクトリア,2,長テーブルに薄いスープだけが並ぶ孤児院の食堂。暗くて寒くて悲しい場所。,ヴィクトリア|ダーク
ガス灯の通り,演出,中,ヴィクトリア,2,銅のランタンが等間隔に並ぶロンドン風の夜の通り。霧の中でぼんやりと光る。,ヴィクトリア|夜映え|照明|銅
ヴィクトリア朝の探偵事務所,施設,小,ヴィクトリア,2,パイプと手書きのノートが散らかった謎解きの部屋。地図に印が付いた証拠板がある。,ヴィクトリア|神秘
王宮の衛兵小屋,施設,超小,ヴィクトリア,1,真っ赤な衛兵服（防具立て＋赤い革鎧）が立つ衛兵小屋。微動だにしない伝統の警備。,ヴィクトリア|施設|防具立て
ヴィクトリア朝の天文台,文化,中,ヴィクトリア,3,グリニッジ天文台風の子午線儀がある天文台。世界の時間の基準点。,ヴィクトリア|文化
南極基地,施設,大,極地,4,氷の大陸に建つオレンジ色の観測基地。猛吹雪に耐える分厚い壁と発電施設。,極地|SF|氷
北極の流氷キャンプ,住居,中,極地,3,流氷の上に設営された探検隊のベースキャンプ。氷上に立てたテントと犬ぞり。,極地|探検|屋台・テント|氷
氷床の割れ目,自然,大,極地,4,巨大な青い氷塊が割れてできた深い裂け目。底は見えない極地の自然の脅威。,極地|神秘|氷
ホッキョクグマの縄張り,自然,中,極地,2,白い雪原にホッキョクグマ（白い羊毛の像）が佇む縄張り。氷の洞窟が寝床。,極地|自然|動物|地下|氷|牧場
南極の隕石発見地,演出,小,極地,2,雪の中に飛び出た黒い岩（ネザーラック）の隕石。南極で見つかる宇宙からの贈り物。,極地|SF|ネザー素材
極地のオーロラ観測所,文化,中,極地,3,オーロラの観測と撮影に特化した施設。屋根が開くドームとカメラ機材。,極地|神秘|ドーム・円形
ラブレター横丁,演出,中,ロマンス,3,花と手紙（本）が溢れる小さな通り。告白の名所として有名なセンチメンタルな路地。,ロマンス|かわいい|花
プロポーズの橋,建造物,小,ロマンス,2,南京錠（チェーン）がびっしり付いた鉄の橋。愛の誓いが施錠された有名な恋の橋。,ロマンス|神秘|橋|鉄
ハネムーンの小屋,住居,小,ロマンス,2,海を望む崖の上の二人だけのコテージ。テラスに花が溢れ夕日が最高のロケーション。,ロマンス|かわいい|テラス|花
野外プロポーズの丘,演出,超小,ロマンス,1,花畑の中に並べたろうそく（ランタン）の文字でメッセージを描いた丘。,ロマンス|かわいい|照明|花|農業
結婚式の教会,宗教,中,ロマンス,3,白いバラ（白い花）に飾られた結婚式用の小さな教会。通路に白いカーペットが続く。,ロマンス|かわいい|トンネル|内装小物|宗教施設|花
二人の家,住居,中,ロマンス,3,ペアの家具と二人分のベッドがある小さな家。庭には二人で植えた花が咲いている。,ロマンス|かわいい|宿泊|庭園|花
失恋の公園,演出,小,ロマンス,2,雨に打たれた一人のベンチ。折れた花（枯れ木）と濡れた石畳。失恋した夜の風景。,ロマンス|しっとり|花
海辺のデートスポット,娯楽,超小,ロマンス,1,夕焼けの砂浜に二人分のビーチチェア。二人で眺める水平線の夕日。,ロマンス|夏海辺
古代図書館の廃墟,廃墟,大,学術,4,かつて世界中の知識が集まった図書館の廃墟。アレクサンドリア図書館を参考に焼け跡を表現。,学術|廃墟|図書
現代の大学キャンパス,施設,超大,学術,4,複数の学部棟と図書館・食堂が広大なキャンパスに点在する総合大学。,学術|現代|図書
プラネタリウム兼天文台,文化,大,学術,4,内部が星空ドームの学習施設と実際に観測できる望遠鏡のある施設が一体化。,学術|神秘|ドーム・円形|望遠鏡
解剖学の実験室,施設,小,学術,3,標本（ガラスケース）と解剖台がある医学部の実験室。知識の探求のための場所。,学術|ダーク|ガラス|研究
野外の発掘現場,産業,大,学術,3,考古学者たちが発掘を進めるフィールド。格子状に区切られた発掘区画とテント。,学術|産業|屋台・テント
学術論争の講堂,文化,中,学術,3,円形の段上席と演壇がある討論の場。哲学から科学まで全ての議論が行われる知の舞台。,学術|文化|ドーム・円形|舞台
物理実験室,施設,中,学術,3,レッドストーン回路と各種測定器（額縁）が並ぶ物理学の実験室。知の最前線。,学術|SF|レッドストーン|研究|額縁
幻想図書館,文化,超大,学術,5,床から天井まで本棚が続く無限の図書館。中央に浮遊する本（本ブロック）が最大の謎。,学術|神秘|エンチャント|内装小物|図書|空中
スポーツ競技場,スポーツ,超大,スポーツ祭典,5,陸上トラックを囲む8万人収容の大競技場。聖火台と観客席で五輪のような壮大な舞台。,スポーツ祭典|現代|舞台
水泳競技プール,スポーツ,大,スポーツ祭典,3,50メートルプールと飛び込み台を完備した競技用プール。観覧席と電光掲示板付き。,スポーツ祭典|現代
スキージャンプ台,スポーツ,大,スポーツ祭典,4,冬山にそびえる巨大なジャンプ台。70m・90mの2種類の台を作り込む。,スポーツ祭典|冬景色
弓道場,スポーツ,中,スポーツ祭典,2,的までの距離が28mの本格的な弓道場。矢道（通路）と的を備えた武道施設。,スポーツ祭典|和風|武道|トンネル
フットボールスタジアム,スポーツ,超大,スポーツ祭典,5,本物のサッカースタジアムを再現した巨大競技場。観客席の応援旗（バナー）が圧倒的。,スポーツ祭典|現代|旗・バナー
ポロ競技場,スポーツ,大,スポーツ祭典,3,広大な芝の上で馬に乗りながらボールを打つポロ競技の会場。貴族のスポーツの空間。,スポーツ祭典|貴族
登山基地キャンプ,施設,中,冒険,3,山頂アタックの前に体力を回復する高山のベースキャンプ。テントと酸素ボンベ（シリンダー）。,冒険|アウトドア|屋台・テント
ダンジョンの入口,演出,中,冒険,2,地図に書かれた謎の場所への入口。石の扉と警告の看板で冒険者をいざなう。,冒険|ファンタジー|看板
古代遺跡の発掘小屋,施設,小,冒険,2,発掘現場に建てた探検家の拠点。地図と日誌（本）とランプが並ぶ興奮の場。,冒険|学術
冒険者の宿屋,住居,大,冒険,3,各地の冒険者が情報交換する宿。掲示板（看板）に依頼書が貼られた定番の拠点。,冒険|ファンタジー|看板
山頂の旗,演出,超小,冒険,1,命がけで登った山頂に一本の旗。達成感と孤独感が混在する頂点のオブジェ。,冒険|シンボル|旗・バナー
